# wind_disasters.csv,,,,,,,,,,
# file format as follows,,,,,,,,,,
# type,event_name ,num_killed ,damage ,start_year ,start_month ,start_day ,iso ,country_name ,region ,continent 
Hurricane ,Hattie ,275,60000,1961,10,30,BLZ ,Belize ,Central America ,Americas 
Hurricane ,Carmen & Fifi ,0,4000,1974,9,2,BLZ ,Belize ,Central America ,Americas 
Hurricane ,Greta ,5,6000,1978,9,18,BLZ ,Belize ,Central America ,Americas 
Hurricane ,Mitch ,0,0,1998,10,25,BLZ ,Belize ,Central America ,Americas 
Hurricane ,Keith ,14,277460,2000,9,30,BLZ ,Belize ,Central America ,Americas 
Hurricane ,Iris ,30,50080,2001,10,8,BLZ ,Belize ,Central America ,Americas 
Tropical storm ,Chantal ,0,0,2001,8,21,BLZ ,Belize ,Central America ,Americas 
Hurricane ,Wilma ,0,0,2005,10,21,BLZ ,Belize ,Central America ,Americas 
Storm , ,0,0,2000,10,9,BEN ,Benin ,West Africa ,Africa 
Hurricane , ,0,0,1948,10,12,BMU ,Bermuda ,North America ,Americas 
Storm , ,0,2000,1985,1,0,BMU ,Bermuda ,North America ,Americas 
Tornado , ,0,1500,1986,1,0,BMU ,Bermuda ,North America ,Americas 
Hurricane ,Emily ,0,50000,1987,9,25,BMU ,Bermuda ,North America ,Americas 
Hurricane ,Dean ,0,0,1989,8,8,BMU ,Bermuda ,North America ,Americas 
Hurricane ,Fabian ,4,300000,2003,9,5,BMU ,Bermuda ,North America ,Americas 
Cyclone , ,17,0,1994,5,0,BTN ,Bhutan ,South Asia ,Asia 
Winter , ,20,0,2002,6,0,BOL ,Bolivia ,South America ,Americas 
Storm , ,0,0,1999,12,16,BIH ,Bosnia-Hercegovenia ,Rest of Europe ,Europe 
Winter , ,4,0,2005,2,0,BIH ,Bosnia-Hercegovenia ,Rest of Europe ,Europe 
Storm , ,100,0,1949,5,0,BRA ,Brazil ,South America ,Americas 
Storm , ,59,0,1959,8,0,BRA ,Brazil ,South America ,Americas 
Winter , ,36,0,1966,1,0,BRA ,Brazil ,South America ,Americas 
Storm , ,10,0,1977,6,17,BRA ,Brazil ,South America ,Americas 
Tornado , ,15,0,1980,6,25,BRA ,Brazil ,South America ,Americas 
Storm , ,33,0,1982,6,0,BRA ,Brazil ,South America ,Americas 
Tornado , ,10,0,1984,10,9,BRA ,Brazil ,South America ,Americas 
Storm , ,22,0,1985,9,30,BRA ,Brazil ,South America ,Americas 
Storm , ,36,0,1989,7,29,BRA ,Brazil ,South America ,Americas 
Tornado , ,0,21000,1994,5,15,BRA ,Brazil ,South America ,Americas 
Tornado , ,0,70000,1994,5,15,BRA ,Brazil ,South America ,Americas 
Storm , ,3,0,1997,6,14,BRA ,Brazil ,South America ,Americas 
Storm , ,13,0,2001,9,29,BRA ,Brazil ,South America ,Americas 
Hurricane ,Catarina ,4,350000,2004,3,27,BRA ,Brazil ,South America ,Americas 
Tornado , ,2,0,2005,1,3,BRA ,Brazil ,South America ,Americas 
Winter , ,0,0,1981,11,10,BGR ,Bulgaria ,Rest of Europe ,Europe 
Winter , ,0,0,1993,3,8,BGR ,Bulgaria ,Rest of Europe ,Europe 
Tornado , ,0,0,1999,5,16,BGR ,Bulgaria ,Rest of Europe ,Europe 
Winter , ,2,0,2001,12,24,BGR ,Bulgaria ,Rest of Europe ,Europe 
Winter , ,0,0,2005,1,0,BGR ,Bulgaria ,Rest of Europe ,Europe 
Storm , ,0,0,1999,3,0,BDI ,Burundi ,East Africa ,Africa 
Storm , ,0,0,2004,1,4,BDI ,Burundi ,East Africa ,Africa 
Storm , ,0,0,2004,2,20,BDI ,Burundi ,East Africa ,Africa 
Tornado , ,28,5000,1912,6,30,CAN ,Canada ,North America ,Americas 
Storm , ,17,500,1946,6,17,CAN ,Canada ,North America ,Americas 
Tornado , ,0,0,1950,11,0,CAN ,Canada ,North America ,Americas 
Hurricane ,Hazel ,83,100000,1954,10,5,CAN ,Canada ,North America ,Americas 
Winter , ,6,0,1959,2,16,CAN ,Canada ,North America ,Americas 
Storm , ,33,0,1962,10,12,CAN ,Canada ,North America ,Americas 
Winter , ,0,0,1966,3,4,CAN ,Canada ,North America ,Americas 
Storm , ,10,0,1970,8,20,CAN ,Canada ,North America ,Americas 
Winter , ,0,0,1971,3,4,CAN ,Canada ,North America ,Americas 
Storm , ,14,0,1975,3,0,CAN ,Canada ,North America ,Americas 
Storm , ,0,2500,1975,7,25,CAN ,Canada ,North America ,Americas 
Winter , ,0,0,1977,1,28,CAN ,Canada ,North America ,Americas 
Storm , ,0,79000,1981,7,28,CAN ,Canada ,North America ,Americas 
Storm , ,12,117000,1985,5,31,CAN ,Canada ,North America ,Americas 
Storm , ,0,0,1986,5,14,CAN ,Canada ,North America ,Americas 
Tornado , ,26,330000,1987,7,31,CAN ,Canada ,North America ,Americas 
Hurricane ,Hugo ,0,0,1989,9,22,CAN ,Canada , , 
Storm , ,0,500000,1991,9,7,CAN ,Canada ,North America ,Americas 
Tornado , ,0,0,1994,8,5,CAN ,Canada ,North America ,Americas 
Storm , ,0,3000,1994,8,1,CAN ,Canada ,North America ,Americas 
Hurricane ,Luis ,1,2000,1995,9,11,CAN ,Canada ,North America ,Americas 
Winter , ,28,1500000,1998,1,4,CAN ,Canada ,North America ,Americas 
Winter , ,0,0,1999,1,1,CAN ,Canada ,North America ,Americas 
Tornado , ,0,0,1999,7,6,CAN ,Canada ,North America ,Americas 
Tornado , ,11,13000,2000,7,14,CAN ,Canada ,North America ,Americas 
Storm , ,11,0,2001,2,10,CAN ,Canada ,North America ,Americas 
Hurricane ,Isabel ,0,0,2003,9,18,CAN ,Canada ,North America ,Americas 
Hurricane ,Juan ,2,110000,2003,9,28,CAN ,Canada ,South Asia ,Asia 
Winter , ,0,0,2004,1,0,CAN ,Canada ,North America ,Americas 
Winter , ,0,0,2004,2,19,CAN ,Canada ,North America ,Americas 
Storm , ,0,0,2005,9,26,CAN ,Canada ,North America ,Americas 
Storm , ,26,0,1957,1,0,SPI ,Canary Is ,North Africa ,Africa 
Storm , ,0,415000,1999,1,8,SPI ,Canary Is ,North Africa ,Africa 
Tropical storm , ,19,0,2005,11,27,SPI ,Canary Is ,North Africa ,Africa 
Cyclone ,Beryl ,3,3000,1982,9,29,CPV ,Cape Verde Is ,West Africa ,Africa 
Tropical storm ,Fran ,29,0,1984,9,16,CPV ,Cape Verde Is ,West Africa ,Africa 
Hurricane ,Lili ,0,0,2002,9,30,CYM ,Cayman Islands ,Caribbean ,Americas 
Hurricane ,Charley ,0,0,2004,8,13,CYM ,Cayman Islands ,Caribbean ,Americas 
Hurricane ,Ivan ,1,3430080,2004,9,12,CYM ,Cayman Islands ,Caribbean ,Americas 
Storm , ,0,125,1981,11,18,CAF ,Central African Rep ,Central Africa ,Africa 
Storm , ,3,0,2001,3,0,CAF ,Central African Rep ,Central Africa ,Africa 
Storm , ,13,0,1977,5,20,TCD ,Chad ,Central Africa ,Africa 
Storm , ,11,157,1988,6,25,TCD ,Chad ,Central Africa ,Africa 
Storm , ,58,0,1965,8,0,CHL ,Chile ,South America ,Americas 
Storm , ,0,0,1968,7,23,CHL ,Chile ,South America ,Americas 
Winter , ,0,2500,1971,6,20,CHL ,Chile ,South America ,Americas 
Storm , ,15,6800,1977,7,20,CHL ,Chile ,South America ,Americas 
Winter , ,85,0,1984,7,0,CHL ,Chile ,South America ,Americas 
Storm , ,42,0,1984,7,0,CHL ,Chile ,South America ,Americas 
Storm , ,16,0,1986,6,15,CHL ,Chile ,South America ,Americas 
Winter , ,0,0,1992,5,26,CHL ,Chile ,South America ,Americas 
Storm , ,0,0,1992,6,6,CHL ,Chile ,South America ,Americas 
Storm , ,4,0,1997,6,4,CHL ,Chile ,South America ,Americas 
Winter , ,0,0,1997,6,20,CHL ,Chile ,South America ,Americas 
Storm , ,2,0,2001,5,29,CHL ,Chile ,South America ,Americas 
Winter , ,45,0,2005,5,18,CHL ,Chile ,South America ,Americas 
Typhoon , ,50000,0,1912,8,0,CHN ,China P Rep ,East Asia ,Asia 
Typhoon , ,100000,0,1922,7,27,CHN ,China P Rep ,East Asia ,Asia 
Typhoon , ,5000,0,1927,9,26,CHN ,China P Rep ,East Asia ,Asia 
Typhoon , ,800,0,1948,9,0,CHN ,China P Rep ,East Asia ,Asia 
Typhoon , ,2000,0,1956,8,0,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Ellen ,1064,0,1959,8,0,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Iris ,720,0,1959,8,20,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Ruby ,686,0,1964,9,5,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Fran ,107,0,1970,9,7,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Joe ,188,0,1980,7,24,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,0,0,1981,4,15,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,275,0,1983,4,0,CHN ,China P Rep ,East Asia ,Asia 
Tornado , ,54,0,1983,4,14,CHN ,China P Rep ,East Asia ,Asia 
Typhoon , ,30,0,1983,3,0,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Ellen ,82,0,1983,9,2,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,69,0,1983,11,3,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Ike ,13,0,1984,9,9,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Freda ,0,0,1984,0,0,CHN ,China P Rep ,East Asia ,Asia 
Typhoon , ,0,0,1984,8,0,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,108,0,1985,4,0,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,11,0,1985,6,27,CHN ,China P Rep ,East Asia ,Asia 
Typhoon , ,177,0,1985,7,30,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,9,50000,1986,4,0,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,36,3200,1986,7,0,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Peggy ,172,380000,1986,7,11,CHN ,China P Rep ,East Asia ,Asia 
Typhoon , ,43,54000,1986,7,21,CHN ,China P Rep ,East Asia ,Asia 
Winter , ,0,0,1986,1,0,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,100,0,1986,5,22,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Vera ,8,940000,1986,8,27,CHN ,China P Rep ,East Asia ,Asia 
Tornado , ,2,0,1987,3,6,CHN ,China P Rep ,East Asia ,Asia 
Typhoon , ,132,0,1987,6,19,CHN ,China P Rep ,East Asia ,Asia 
Tornado , ,29,0,1987,7,31,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,101,0,1987,8,15,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Gerald ,102,120000,1987,9,11,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Ruth ,40,0,1987,6,9,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,65,0,1988,6,29,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,70,0,1988,6,11,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Bill (n°7) ,194,0,1988,8,8,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Kit ,6,0,1988,9,21,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,157,400000,1989,4,20,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Vera ,550,485000,1989,9,19,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Brian ,31,0,1989,10,5,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Brenda ,84,0,1989,5,26,CHN ,China P Rep ,East Asia ,Asia 
Winter , ,67,0,1989,6,0,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Hope ,200,0,1989,7,21,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,26,0,1989,8,0,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,N°5 ,56,16000,1990,6,24,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,N°6 ,16,28000,1990,6,29,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Yancy ,144,157000,1990,8,20,CHN ,China P Rep ,East Asia ,Asia 
Tornado , ,25,335,1990,11,9,CHN ,China P Rep ,East Asia ,Asia 
Winter , ,36,0,1990,4,4,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Tasha ,108,83000,1990,7,31,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Abe ,115,688000,1990,8,30,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Dot ,26,0,1990,9,8,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Dot ,120,154000,1990,9,0,CHN ,China P Rep ,East Asia ,Asia 
Typhoon , ,68,743000,1990,8,31,CHN ,China P Rep ,East Asia ,Asia 
Tornado , ,2,0,1990,11,16,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,69,28000,1991,3,17,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Amy ,100,465330,1991,7,20,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Fred ,14,175050,1991,8,13,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Zeke ,33,117560,1991,7,10,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,35,68700,1992,3,15,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,109,96000,1992,4,20,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,448,68700,1992,7,3,CHN ,China P Rep ,East Asia ,Asia 
Winter , ,0,0,1992,3,0,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,47,110000,1992,8,8,CHN ,China P Rep ,East Asia ,Asia 
Tropical storm ,Polly ,165,412400,1992,8,29,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Ted ,53,425000,1992,9,21,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,0,90000,1992,5,1,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,31,88000,1993,4,24,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Tasha ,28,433920,1993,8,21,CHN ,China P Rep ,East Asia ,Asia 
Winter , ,15,0,1993,1,0,CHN ,China P Rep ,East Asia ,Asia 
Cyclone , ,19,0,1993,3,0,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,93,41000,1993,5,5,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Koryn ,10,219670,1993,6,22,CHN ,China P Rep ,East Asia ,Asia 
Storm ,Levis ,0,7380,1993,8,9,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Abe ,10,12610,1993,9,10,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Becky ,7,263670,1993,9,15,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Dot ,1,286370,1993,9,24,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Ira ,0,15890,1993,10,28,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,101,200000,1994,5,1,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,9403,90,700000,1994,8,6,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Russ ,74,252770,1994,6,10,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Tim ,47,96300,1994,7,13,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Fred (9416) ,1174,1150000,1994,8,24,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,4,0,1995,2,16,CHN ,China P Rep ,East Asia ,Asia 
Winter , ,0,240,1995,3,2,CHN ,China P Rep ,East Asia ,Asia 
Tornado , ,54,35600,1995,4,20,CHN ,China P Rep ,East Asia ,Asia 
Storm ,Helen ,26,160000,1995,8,15,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Kent ,445,87000,1995,8,30,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,152,120000,1995,11,1,CHN ,China P Rep ,East Asia ,Asia 
Winter , ,48,68000,1996,1,0,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,6,0,1996,4,19,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Herb ,85,837000,1996,7,31,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Sally ,197,1500000,1996,9,8,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Willie ,147,156700,1996,9,24,CHN ,China P Rep ,East Asia ,Asia 
Winter , ,36,0,1996,12,25,CHN ,China P Rep ,East Asia ,Asia 
Winter , ,34,29000,1997,1,15,CHN ,China P Rep ,East Asia ,Asia 
Tornado , ,40,0,1997,5,9,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,28,156000,1997,6,8,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Victor ,1,0,1997,8,3,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Winnie ,140,2675000,1997,8,18,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Zita ,7,326500,1997,8,25,CHN ,China P Rep ,East Asia ,Asia 
Winter , ,0,0,1998,1,16,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,12,0,1998,4,18,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,62,0,1998,4,25,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,17,37200,1998,5,20,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,22,0,1999,4,23,CHN ,China P Rep ,East Asia ,Asia 
Tornado , ,0,0,1999,4,28,CHN ,China P Rep ,East Asia ,Asia 
Tornado , ,13,0,1999,5,16,CHN ,China P Rep ,East Asia ,Asia 
Tropical storm ,Wendy ,192,277900,1999,9,4,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,200,180000,1999,8,12,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,York ,15,24000,1999,9,17,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Dan ,30,241600,1999,10,9,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Sam ,5,18000,1999,8,23,CHN ,China P Rep ,East Asia ,Asia 
Winter , ,11,39900,1999,12,0,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,16,0,2000,3,28,CHN ,China P Rep ,East Asia ,Asia 
Winter , ,9,3100,2000,1,10,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,15,5000,2000,5,1,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,33,0,2000,6,17,CHN ,China P Rep ,East Asia ,Asia 
Tornado , ,11,480,2000,7,13,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,10,13288,2000,8,0,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Bilis ,11,69443,2000,8,23,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Prapiroon ,4,0,2000,8,0,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Maria ,47,169000,2000,9,1,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Wukong ,6,0,2000,9,9,CHN ,China P Rep ,East Asia ,Asia 
Winter , ,49,12000,2001,1,1,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Chebi ,125,473000,2001,6,23,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Durian and Utor ,0,0,2001,7,1,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Yutu ,0,85000,2001,7,24,CHN ,China P Rep ,East Asia ,Asia 
Cyclone , ,0,0,2001,6,19,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,15,0,2001,7,7,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,12,0,2001,9,1,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,0,0,2002,3,14,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Rammasun ,5,80000,2002,7,5,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,25,0,2002,7,19,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Sinlaku ,17,144000,2002,9,7,CHN ,China P Rep ,East Asia ,Asia 
Tropical storm ,Hagupit ,25,0,2002,9,13,CHN ,China P Rep ,East Asia ,Asia 
Tornado , ,26,32500,2002,12,25,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,1,0,2003,4,14,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Imbudo ,20,0,2003,7,24,CHN ,China P Rep ,East Asia ,Asia 
Tornado , ,2,0,2003,7,19,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Dujuan ,38,241000,2003,9,1,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Nepartak ,0,196938,2003,11,18,CHN ,China P Rep ,East Asia ,Asia 
Tornado , ,7,6000,2004,4,21,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,0,280,2004,6,1,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,0,12700,2004,6,20,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,46,0,2004,5,26,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Rananim ,188,2190000,2004,8,12,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Aere ,0,0,2004,8,25,CHN ,China P Rep ,East Asia ,Asia 
Tornado , ,6,4000,2004,5,8,CHN ,China P Rep ,East Asia ,Asia 
Winter , ,36,300000,2005,3,3,CHN ,China P Rep ,East Asia ,Asia 
Winter , ,1,0,2005,2,28,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,19,16915,2005,4,8,CHN ,China P Rep ,East Asia ,Asia 
Winter , ,15,0,2005,5,13,CHN ,China P Rep ,East Asia ,Asia 
Tornado , ,9,0,2005,6,10,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,0,6000,2005,5,31,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Haitang ,9,260000,2005,7,16,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,8,0,2005,6,17,CHN ,China P Rep ,East Asia ,Asia 
Tornado , ,15,0,2005,7,30,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Matsa ,19,850000,2005,8,6,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Talim ,159,1900000,2005,9,1,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Khanun ,16,0,2005,9,11,CHN ,China P Rep ,East Asia ,Asia 
Tropical storm ,Damrey ,25,0,2005,9,26,CHN ,China P Rep ,East Asia ,Asia 
Typhoon ,Longwang ,95,148000,2005,10,2,CHN ,China P Rep ,East Asia ,Asia 
Storm , ,0,50,1968,1,29,COL ,Colombia ,South America ,Americas 
Tornado , ,1,0,1983,6,17,COL ,Colombia ,South America ,Americas 
Storm , ,4,2500,1986,7,0,COL ,Colombia ,South America ,Americas 
Hurricane ,Joan ,26,50000,1988,10,17,COL ,Colombia ,South America ,Americas 
Tornado , ,5,0,2001,6,1,COL ,Colombia ,South America ,Americas 
Hurricane ,Beta ,0,0,2005,10,29,COL ,Colombia ,South America ,Americas 
Tornado , ,500,0,1951,1,4,COM ,Comoros ,East Africa ,Africa 
Cyclone ,Elinah ,33,23000,1983,1,10,COM ,Comoros ,East Africa ,Africa 
Cyclone , ,2,5568,1985,2,14,COM ,Comoros ,East Africa ,Africa 
Cyclone ,Jan ,24,9000,1987,1,3,COM ,Comoros ,East Africa ,Africa 
Cyclone ,Kalafandji; Firinga ,0,5236,1989,1,24,COM ,Comoros ,East Africa ,Africa 
Storm , ,0,0,2003,4,25,COM ,Comoros ,East Africa ,Africa 
Cyclone , ,0,0,1942,2,19,COK ,Cook Is ,Oceania ,Oceania 
Cyclone , ,0,0,1943,3,6,COK ,Cook Is ,Oceania ,Oceania 
Cyclone , ,0,0,1946,0,0,COK ,Cook Is ,Oceania ,Oceania 
Cyclone , ,0,0,1967,12,16,COK ,Cook Is ,Oceania ,Oceania 
Cyclone ,Daman ,0,0,1981,2,21,COK ,Cook Is ,Oceania ,Oceania 
Cyclone ,Sally ,5,25000,1987,1,2,COK ,Cook Is ,Oceania ,Oceania 
Cyclone ,Peni ,1,0,1990,2,14,COK ,Cook Is ,Oceania ,Oceania 
Cyclone ,Martin ,19,0,1997,11,7,COK ,Cook Is ,Oceania ,Oceania 
Cyclone ,Trina ,0,0,2001,12,2,COK ,Cook Is ,Oceania ,Oceania 
Cyclone ,Percy ,0,0,2005,2,28,COK ,Cook Is ,Oceania ,Oceania 
Hurricane ,Joan ,28,60000,1988,10,19,CRI ,Costa Rica ,Central America ,Americas 
Hurricane ,Cesar ,51,0,1996,7,29,CRI ,Costa Rica ,Central America ,Americas 
Storm , ,3,0,1996,10,12,CRI ,Costa Rica ,Central America ,Americas 
Hurricane ,Mitch ,8,91090,1998,10,25,CRI ,Costa Rica ,Central America ,Americas 
Hurricane ,Stan ,0,0,2005,10,1,CRI ,Costa Rica ,Central America ,Americas 
Winter , ,2,0,2005,2,0,HRV ,Croatia ,Rest of Europe ,Europe 
Hurricane , ,600,0,1926,10,20,CUB ,Cuba ,Caribbean ,Americas 
Hurricane , ,2500,0,1932,11,9,CUB ,Cuba ,Caribbean ,Americas 
Hurricane , ,35,0,1935,9,28,CUB ,Cuba ,Caribbean ,Americas 
Storm , ,0,0,1944,10,18,CUB ,Cuba ,Caribbean ,Americas 
Hurricane , ,3,12000,1948,9,21,CUB ,Cuba ,Caribbean ,Americas 
Hurricane , ,11,6000,1948,10,5,CUB ,Cuba ,Caribbean ,Americas 
Hurricane ,Flora ,1750,500000,1963,10,4,CUB ,Cuba ,Caribbean ,Americas 
Hurricane , ,0,0,1964,8,0,CUB ,Cuba ,Caribbean ,Americas 
Hurricane ,Inez ,5,18000,1966,9,30,CUB ,Cuba ,Caribbean ,Americas 
Hurricane ,Gladys ,0,0,1968,10,13,CUB ,Cuba ,Caribbean ,Americas 
Hurricane , ,20,0,1970,8,3,CUB ,Cuba ,Caribbean ,Americas 
Storm , ,6,0,1978,2,11,CUB ,Cuba ,Caribbean ,Americas 
Hurricane ,Allen ,0,0,1980,8,4,CUB ,Cuba ,Caribbean ,Americas 
Hurricane ,Alberto ,24,85000,1982,6,3,CUB ,Cuba ,Caribbean ,Americas 
Hurricane ,Kate ,4,0,1985,11,18,CUB ,Cuba ,Caribbean ,Americas 
Storm , ,0,0,1988,6,0,CUB ,Cuba ,Caribbean ,Americas 
Hurricane ,Gilbert ,0,0,1988,9,0,CUB ,Cuba ,Caribbean ,Americas 
Storm , ,5,1000000,1993,3,13,CUB ,Cuba ,Caribbean ,Americas 
Hurricane ,Gordon ,2,101968,1994,11,13,CUB ,Cuba ,Caribbean ,Americas 
Hurricane ,Allison ,2,0,1995,6,3,CUB ,Cuba ,Caribbean ,Americas 
Hurricane ,Lilli ,0,13000,1996,10,17,CUB ,Cuba ,Caribbean ,Americas 
Hurricane ,Georges ,6,0,1998,9,22,CUB ,Cuba ,Caribbean ,Americas 
Hurricane ,Irene ,4,0,1999,10,14,CUB ,Cuba ,Caribbean ,Americas 
Hurricane ,Michelle ,5,87000,2001,11,4,CUB ,Cuba ,Caribbean ,Americas 
Tropical storm ,Isidore ,0,0,2002,9,18,CUB ,Cuba ,Caribbean ,Americas 
Hurricane ,Lili ,3,0,2002,10,1,CUB ,Cuba ,Caribbean ,Americas 
Hurricane ,Charley ,4,1000000,2004,8,14,CUB ,Cuba ,Caribbean ,Americas 
Hurricane ,Ivan ,0,0,2004,9,13,CUB ,Cuba ,Caribbean ,Americas 
Hurricane ,Dennis ,16,1400000,2005,7,8,CUB ,Cuba ,Caribbean ,Americas 
Hurricane ,Wilma ,4,0,2005,10,19,CUB ,Cuba ,Caribbean ,Americas 
Storm , ,3,100,1969,12,22,CYP ,Cyprus ,Rest of Europe ,Europe 
Storm , ,0,0,1983,4,23,CYP ,Cyprus ,Rest of Europe ,Europe 
Tornado , ,0,10000,2003,1,27,CYP ,Cyprus ,Rest of Europe ,Europe 
Winter , ,0,0,2004,1,22,CYP ,Cyprus ,Rest of Europe ,Europe 
